Data (bytes)	Time (ms)
344624	2.000452
1382840	2.000408
796400	2.000595
456120	2.000476
1662304	2.000412
1659408	2.000397
1730360	2.000391
388064	2.000513
1756424	2.000406
479288	2.000405
1817240	2.000387
1213424	2.000393
1833168	2.000496
1660856	2.000460
1463928	2.000416
