Data (bytes)	Time (ms)
4509072	2.000484
2124216	2.000520
4430880	2.000474
2150280	2.000496
4468528	2.000421
1390080	2.000481
4387440	2.000479
1494336	2.000472
4430880	2.000462
1495784	2.000499
4414952	2.000829
4406264	2.000475
3854576	2.000507
4306352	2.000485
2059056	2.000526
4218024	2.000481
3207320	2.000507
4378752	2.000487
