Data (bytes)	Time (ms)
179552	2.000514
348968	2.000471
737032	2.000475
263536	2.000524
498112	2.000624
613952	2.000466
411232	2.000513
602368	2.000464
291048	2.000495
629880	2.000459
473496	2.000504
551688	2.000491
722552	2.000477
259192	2.000499
660288	2.000463
