Data (bytes)	Time (ms)
2264672	2.000485
4118112	2.000521
1901224	2.000394
2073536	2.000419
3987792	2.000357
3928424	2.000362
3798104	2.000629
3954488	2.000412
1824480	2.000447
3887880	2.000445
3793760	2.000417
3495472	2.000452
1223560	2.000374
1694160	2.000423
3808240	2.000411
