Data (bytes)	Time (ms)
1605832	2.000391
3951592	2.000422
1287272	2.000424
2993016	2.000398
1336504	2.000447
1452344	2.000536
1207632	2.000407
1028080	2.000442
3370944	2.000436
1617416	2.000461
1271344	2.000414
1749184	2.000438
3288408	2.000369
1332160	2.000430
3062520	2.000419
