Data (bytes)	Time (ms)
896312	2.000435
1556600	2.000407
686352	2.000436
2597712	2.000412
1211976	2.000440
828256	2.000411
1827376	2.000456
2709208	2.000584
1355328	2.000604
2906136	2.000446
2971296	2.000491
2998808	2.000425
2522416	2.000461
583544	2.000426
944096	2.000405
