Data (bytes)	Time (ms)
27512	2.000435
62264	2.000444
331592	2.000407
172312	2.000439
69504	2.000410
28960	2.000500
59368	2.000529
179552	2.000463
139008	2.000401
33304	2.000458
201272	2.000412
37648	2.000429
60816	2.000404
53576	2.000456
78192	2.000405
