Data (bytes)	Time (ms)
273672	2.000445
422816	2.000407
154936	2.000403
325800	2.000457
70952	2.000404
241816	2.000408
72400	2.000397
107152	2.000409
150592	2.000425
39096	2.000405
130320	2.000461
292496	2.000411
92672	2.000427
251952	2.000399
97016	2.000424
