Data (bytes)	Time (ms)
3423072	2.000400
1513160	2.000412
3522984	2.000414
1814344	2.000461
4170240	2.000416
4107976	2.000428
2633912	2.000463
4283184	2.000435
1996792	2.000419
2801880	2.000438
