Data (bytes)	Time (ms)
708072	2.000403
414128	2.000498
806536	2.000393
283808	2.000428
425712	2.000419
590784	2.000398
625536	2.005193
215752	2.000400
53576	2.000456
425712	2.000468
331592	2.000405
270776	2.000399
163624	2.000444
512592	2.000397
486528	2.000410
