Data (bytes)	Time (ms)
269328	2.000406
166520	2.000406
33304	2.000445
179552	2.000472
157832	2.000412
78192	2.000441
127424	2.000476
47784	2.000452
91224	2.000421
14480	2.000459
31856	2.000445
59368	2.000411
218648	2.000412
53576	2.000427
104256	2.000409
