Data (bytes)	Time (ms)
8688	2.000454
21720	2.000426
5792	2.000430
65160	2.000411
7240	2.000456
60816	2.000403
101360	2.000517
10136	2.000464
2896	2.000479
40544	2.000485
18824	2.000487
23168	2.000433
37648	2.000420
1448	2.000471
23168	2.000415
