Data (bytes)	Time (ms)
847080	2.000506
894864	2.000438
799296	2.000410
314216	2.000450
596576	2.000401
889072	2.000405
925272	2.000435
1456688	2.000412
687800	2.000401
1070072	2.000502
741376	2.000402
693592	2.000421
1055592	2.000502
592232	2.000474
1365464	2.000401
