Data (bytes)	Time (ms)
1306096	2.000426
4103632	2.000476
4058744	2.000512
1724568	2.000453
4113768	2.000426
4740752	2.000471
2664320	2.000439
4737856	2.000435
2206752	2.000431
4698760	2.000433
4678488	2.000452
3630136	2.000406
3977656	2.000443
4679936	2.000471
1704296	2.000466
1637688	2.000431
2383408	2.000441
4484456	2.000436
2105392	2.000444
4323728	2.000370
