Data (bytes)	Time (ms)
15928	2.000490
0	2.000515
31856	2.000479
26064	2.000539
0	2.000503
2896	2.000510
406888	2.000458
463360	2.000486
786264	2.000467
224440	2.000495
292496	2.000534
857216	2.000458
382272	2.000495
792056	2.000464
325800	2.000494
